gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,HasInternetService
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.2424220380120205,0,1
0,2.273158691738958,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2.216765927131176,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1.280296198691748,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.10120309183626278,0,1
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.9958547020679231,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.8197063667661417,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.06728374028806605,1,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.5457330609376763,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.3063358869805188,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.9635471364907753,0,1
0,-0.43991649313097614,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.6043452659221236,0,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.10060695181957341,1,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.36756728299704144,0,0
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,0,0,-0.5905015699790029,0,0
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.21389563425043848,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,1,-0.29479404244117885,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8284939121973411,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.46957346363056257,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9705518702484395,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.012069119711257553,1,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.5713311640288993,0,1
0,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.8805126484684614,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8668235073444824,1,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,0,0,-0.8918172295256828,0,0
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.2723918236556437,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,1,0,1,-0.42567989499432,0,1
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4165997108081819,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.044622178760535,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1.709119584030329,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-0.38657752575147036,0,0
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.49299394998393575,0,1
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0407362290221154,0,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.46859636781942476,1,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,1,0,-0.15964689273170224,1,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.8869377130927806,0,0
0,-0.43991649313097614,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0.5956625084137783,0,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9448074532314079,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.42214721341393846,0,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.8941355518128082,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.8653221176728202,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.9761158437375407,1,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.5432601838314093,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.48414577514963697,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5577744984641847,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9712142480447611,0,0
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2.512628009488142,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,0,0,-0.7137259193546912,0,0
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9758950511387667,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.4095122683875413,1,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.8689431162927114,1,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2.343478799567492,0,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5832981228824424,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.900648933476637,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6816391463763175,0,1
0,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.839710176215053,0,0
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,1,-0.7869407451081016,0,0
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9719870221404696,1,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.057044572081491975,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9976652013778687,0,0
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9981509450951714,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.3012797364685974,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,1,1,0,2.1220459022571925,0,1
0,-0.43991649313097614,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.4572532366189813,0,1
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.9630172342537181,0,1
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.8763617476115129,1,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9441450754350864,1,1
1,2.273158691738958,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.5368710477368335,0,1
0,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.284549265858072,0,0
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.6710025514919503,1,1
0,-0.43991649313097614,0,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.7562505738785358,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9732676192133578,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.855342292208242,1,1
1,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.17050428021484326,1,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1.770853194647499,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9756080207603607,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.6068181430283907,0,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.1959092674403806,1,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-1.0066293808880873,0,0
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9861839862416283,1,1
1,-0.43991649313097614,0,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.904093298017509,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.9179313855840971,1,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.8741538216237743,0,0
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.5135995078260691,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.7737152684415478,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.532896780958904,1,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.6358164412374092,0,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-0.823040335007627,1,1
0,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05889922991119228,0,1
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.08938507942532882,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.8646155813567439,0,0
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.6791939569064604,1,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,0,2.215706122657062,0,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9323989091803173,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.7943593764269031,0,0
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2.3136055609533894,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.5233143821721188,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.987133394416356,1,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.6258063065229422,1,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9688959257576356,1,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,1,-0.5559475282708946,0,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.04496160855202923,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1.7018775867905467,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9168109517068831,1,1
0,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.980487537193263,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.36935570304710963,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,0,-0.8216272623754742,0,0
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.5290108312204842,1,1
0,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.103088058915852,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.982386353542718,1,1
1,-0.43991649313097614,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4406661040745321,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.04313463835873891,1,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.8417635473836499,0,0
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0.2774120565411436,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0427675209308347,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.90583195117129,0,1
0,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.736555874067908,0,1
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.13314617250230704,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.9131237153073598,1,0
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.633740990808935,0,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9399941745781378,1,1
0,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9581874847171037,1,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.382713655272928,0,0
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.9980626280556617,0,0
1,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,0,1,-0.25443315538531813,0,0
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6783852542810087,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9895841922627457,0,0
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9646346286013001,1,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.43905431810348294,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,1,-0.19428925147932002,0,0
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8065912863989747,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.8763617476115129,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.49765828219459685,1,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.7452274148231878,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9427982405825658,0,0
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.576343156021066,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9754534659412191,0,1
1,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,1,0,1,-0.5132903981877858,0,0
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9730689058744614,0,0
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.1228572373994453,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.9392737889921954,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.2999605892524871,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4765808190017051,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1.5353558087953052,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7469192769404132,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.7058960120882307,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4483496865118623,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.3365680021291923,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,0,-0.5231819066128545,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8495133676006121,1,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,1,-0.9705077117286846,0,0
0,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,1,0,1,-0.14730458646024372,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.446464708528951,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.7198418743407272,0,0
0,2.273158691738958,1,0,1,0,0,1,1,1,1,1,1,0,1,0,-0.4134259057623711,0,0
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.9170759028254116,1,1
0,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2.5064016582027193,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.9358874322409443,1,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.3782397955078303,1,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9540807423799098,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0.11773484910789171,0,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1370156513573821,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1.4856774740711878,1,1
1,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.636492668303597,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.8077394079125987,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.6056561722449005,0,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.8011238599393946,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.20868492891937543,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2.077401638785119,0,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.797025358495534,0,1
1,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9842851698921733,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.6114106290828869,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,1,0,-0.1361766394820413,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9758067340992571,1,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.1321582141843573,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.1058258871406477,1,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,0,0,-0.5490808784490276,0,0
1,-0.43991649313097614,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1.2389859034611597,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.06430304020461881,1,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.923729990038516,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.8957997262936235,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.7414133112409328,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-0.9436593317177839,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,1,0,-0.7913565970835787,0,0
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.012681730611291471,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.25390325314826084,1,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2.30472969848268,1,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.8323439334060176,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,1,1,0,-0.09378446051746137,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0.2586005271256112,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0.727034104684222,0,1
1,-0.43991649313097614,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.4446680584888716,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.088648222956042,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.7530573111863261,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.3952269872468729,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.8980877393308603,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.1908751961883368,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,1,1,0,2.232839628321913,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.029851153902564,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9867801262583179,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,0,2.0118262369492843,0,1
0,2.273158691738958,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.5500965244033874,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9666438412501421,1,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.515594871205045,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,0,-0.998018469535907,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.012902523210065325,1,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.6741157271346617,0,0
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1.114039371815035,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.34616687179932215,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.7432679690706331,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.482638777101442,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.14120510235755254,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9255543386183278,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,1,-0.20859661187986586,0,0
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8048249456087839,1,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.9979301524963975,0,0
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.4005536972538554,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.8254028158145071,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.6805187124991036,0,0
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5837093879267794,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.9620899053388681,1,1
1,2.273158691738958,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.454656113943461,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,0,0,-0.9887010218676504,0,0
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.8852016815524784,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.4172456177211588,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.20883948373851718,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9266141430924424,1,1
1,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,0,1,-0.3930467488955443,0,0
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9170759028254116,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.6290740369847954,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.38823347024227434,0,1
0,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.3936814390554557,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-0.9419371494473479,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.960897625305489,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.5450845324112209,0,0
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.768570800890117,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0.027828102887178,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.8262859862096026,1,1
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.3719112888163537,0,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.967946517582908,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9654736404766409,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.6674257113918138,1,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9733559362528674,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.18638487644321605,0,1
0,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9454256725079748,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.42128051390218757,1,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9974002502593402,1,0
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.4085766985793575,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.985162731910736,0,1
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.04257704848527156,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2.031697570838931,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.407574901894864,0,0
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.907471424778749,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.2955668165368874,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9717441502818183,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.5064016582027193,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9868022055181951,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.740795091964366,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.430890600325383,0,0
1,2.273158691738958,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.4436082540147571,0,0
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.9048660721132177,0,0
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.923729990038516,0,1
